GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,NAME_E,AL5ME001,AL5ME002,AL5ME003,AMEME001,NAME_M,AL5MM001,AL5MM002,AL5MM003,AMEMM001
"G0500010","2015-2019","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,"Arkansas County, Arkansas",17914,17769,145,0.4807,"Arkansas County, Arkansas",0,94,94,0.0258
"G0500030","2015-2019","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,"Ashley County, Arkansas",20270,19767,503,0.4694,"Ashley County, Arkansas",0,80,80,0.0360
"G0500050","2015-2019","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,"Baxter County, Arkansas",41427,40688,739,0.4517,"Baxter County, Arkansas",0,158,158,0.0268
"G0500070","2015-2019","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,"Benton County, Arkansas",265759,234983,30776,0.4586,"Benton County, Arkansas",0,926,926,0.0085
"G0500090","2015-2019","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,"Boone County, Arkansas",37331,37027,304,0.4364,"Boone County, Arkansas",0,118,118,0.0216
"G0500110","2015-2019","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,"Bradley County, Arkansas",10874,10095,779,0.4510,"Bradley County, Arkansas",0,117,117,0.0243
"G0500130","2015-2019","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,"Calhoun County, Arkansas",5192,5135,57,0.4212,"Calhoun County, Arkansas",0,32,32,0.0278
"G0500150","2015-2019","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,"Carroll County, Arkansas",27965,25559,2406,0.4631,"Carroll County, Arkansas",0,263,263,0.0421
"G0500170","2015-2019","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,"Chicot County, Arkansas",10615,10369,246,0.5252,"Chicot County, Arkansas",0,42,42,0.0401
"G0500190","2015-2019","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,"Clark County, Arkansas",22386,21766,620,0.4319,"Clark County, Arkansas",0,87,87,0.0178
"G0500210","2015-2019","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,"Clay County, Arkansas",14889,14764,125,0.4663,"Clay County, Arkansas",0,65,65,0.0273
"G0500230","2015-2019","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,"Cleburne County, Arkansas",25100,24754,346,0.4501,"Cleburne County, Arkansas",0,157,157,0.0254
"G0500250","2015-2019","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,"Cleveland County, Arkansas",8128,8059,69,0.4257,"Cleveland County, Arkansas",0,78,78,0.0251
"G0500270","2015-2019","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,"Columbia County, Arkansas",23776,23376,400,0.4973,"Columbia County, Arkansas",0,125,125,0.0390
"G0500290","2015-2019","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,"Conway County, Arkansas",20858,20353,505,0.4812,"Conway County, Arkansas",0,103,103,0.0347
"G0500310","2015-2019","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,"Craighead County, Arkansas",107345,103040,4305,0.4816,"Craighead County, Arkansas",0,580,580,0.0230
"G0500330","2015-2019","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,"Crawford County, Arkansas",62739,60224,2515,0.4477,"Crawford County, Arkansas",0,414,414,0.0322
"G0500350","2015-2019","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,"Crittenden County, Arkansas",48672,47810,862,0.4689,"Crittenden County, Arkansas",0,157,157,0.0155
"G0500370","2015-2019","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,"Cross County, Arkansas",16824,16778,46,0.4593,"Cross County, Arkansas",0,37,37,0.0452
"G0500390","2015-2019","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,"Dallas County, Arkansas",7279,7262,17,0.4249,"Dallas County, Arkansas",0,16,16,0.0298
"G0500410","2015-2019","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,"Desha County, Arkansas",11709,11288,421,0.4547,"Desha County, Arkansas",0,114,114,0.0280
"G0500430","2015-2019","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,"Drew County, Arkansas",18417,18191,226,0.4941,"Drew County, Arkansas",0,92,92,0.0398
"G0500450","2015-2019","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,"Faulkner County, Arkansas",123624,119634,3990,0.4674,"Faulkner County, Arkansas",0,574,574,0.0136
"G0500470","2015-2019","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,"Franklin County, Arkansas",17738,17513,225,0.4533,"Franklin County, Arkansas",0,162,162,0.0243
"G0500490","2015-2019","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,"Fulton County, Arkansas",12231,12022,209,0.4256,"Fulton County, Arkansas",0,86,86,0.0176
"G0500510","2015-2019","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,"Garland County, Arkansas",98555,94804,3751,0.4807,"Garland County, Arkansas",0,571,571,0.0207
"G0500530","2015-2019","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,"Grant County, Arkansas",18126,17837,289,0.4471,"Grant County, Arkansas",0,103,103,0.0364
"G0500550","2015-2019","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,"Greene County, Arkansas",44937,44604,333,0.4261,"Greene County, Arkansas",0,140,140,0.0183
"G0500570","2015-2019","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,"Hempstead County, Arkansas",21842,20822,1020,0.4199,"Hempstead County, Arkansas",0,129,129,0.0345
"G0500590","2015-2019","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,"Hot Spring County, Arkansas",33597,33215,382,0.4280,"Hot Spring County, Arkansas",0,163,163,0.0293
"G0500610","2015-2019","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,"Howard County, Arkansas",13311,12451,860,0.5110,"Howard County, Arkansas",0,128,128,0.0388
"G0500630","2015-2019","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,"Independence County, Arkansas",37427,36369,1058,0.4561,"Independence County, Arkansas",0,257,257,0.0274
"G0500650","2015-2019","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,"Izard County, Arkansas",13570,13416,154,0.4278,"Izard County, Arkansas",0,89,89,0.0509
"G0500670","2015-2019","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,"Jackson County, Arkansas",17027,16959,68,0.5010,"Jackson County, Arkansas",0,47,47,0.0386
"G0500690","2015-2019","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,"Jefferson County, Arkansas",69282,68145,1137,0.4642,"Jefferson County, Arkansas",0,209,209,0.0178
"G0500710","2015-2019","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,"Johnson County, Arkansas",26372,23903,2469,0.4491,"Johnson County, Arkansas",0,265,265,0.0234
"G0500730","2015-2019","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,"Lafayette County, Arkansas",6800,6666,134,0.5807,"Lafayette County, Arkansas",0,66,66,0.0571
"G0500750","2015-2019","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,"Lawrence County, Arkansas",16549,16412,137,0.4382,"Lawrence County, Arkansas",0,67,67,0.0226
"G0500770","2015-2019","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,"Lee County, Arkansas",9194,9089,105,0.5049,"Lee County, Arkansas",0,91,91,0.0345
"G0500790","2015-2019","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,"Lincoln County, Arkansas",13455,13215,240,0.4604,"Lincoln County, Arkansas",0,64,64,0.0398
"G0500810","2015-2019","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,"Little River County, Arkansas",12347,12303,44,0.4494,"Little River County, Arkansas",0,33,33,0.0306
"G0500830","2015-2019","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,"Logan County, Arkansas",21668,21340,328,0.4243,"Logan County, Arkansas",0,110,110,0.0215
"G0500850","2015-2019","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,"Lonoke County, Arkansas",72528,70849,1679,0.4161,"Lonoke County, Arkansas",0,310,310,0.0102
"G0500870","2015-2019","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,"Madison County, Arkansas",16211,15651,560,0.4771,"Madison County, Arkansas",0,179,179,0.0347
"G0500890","2015-2019","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,"Marion County, Arkansas",16476,16148,328,0.4416,"Marion County, Arkansas",0,115,115,0.0209
"G0500910","2015-2019","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,"Miller County, Arkansas",43572,42687,885,0.4660,"Miller County, Arkansas",0,220,220,0.0178
"G0500930","2015-2019","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,"Mississippi County, Arkansas",42126,41380,746,0.4727,"Mississippi County, Arkansas",0,185,185,0.0225
"G0500950","2015-2019","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,"Monroe County, Arkansas",7050,7027,23,0.4556,"Monroe County, Arkansas",0,22,22,0.0268
"G0500970","2015-2019","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,"Montgomery County, Arkansas",8950,8710,240,0.4540,"Montgomery County, Arkansas",0,67,67,0.0335
"G0500990","2015-2019","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,"Nevada County, Arkansas",8351,8348,3,0.4086,"Nevada County, Arkansas",0,5,5,0.0284
"G0501010","2015-2019","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,"Newton County, Arkansas",7812,7717,95,0.4307,"Newton County, Arkansas",0,77,77,0.0357
"G0501030","2015-2019","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,"Ouachita County, Arkansas",23830,23657,173,0.4577,"Ouachita County, Arkansas",0,89,89,0.0228
"G0501050","2015-2019","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,"Perry County, Arkansas",10355,10289,66,0.4132,"Perry County, Arkansas",0,47,47,0.0218
"G0501070","2015-2019","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,"Phillips County, Arkansas",18606,18525,81,0.4944,"Phillips County, Arkansas",0,68,68,0.0268
"G0501090","2015-2019","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,"Pike County, Arkansas",10756,10365,391,0.4481,"Pike County, Arkansas",0,68,68,0.0310
"G0501110","2015-2019","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,"Poinsett County, Arkansas",23896,23662,234,0.4285,"Poinsett County, Arkansas",0,82,82,0.0240
"G0501130","2015-2019","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,"Polk County, Arkansas",20094,19221,873,0.4920,"Polk County, Arkansas",0,134,134,0.0388
"G0501150","2015-2019","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,"Pope County, Arkansas",63761,60304,3457,0.4696,"Pope County, Arkansas",0,591,591,0.0178
"G0501170","2015-2019","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117",,"Prairie County, Arkansas",8189,8171,18,0.4579,"Prairie County, Arkansas",0,22,22,0.0276
"G0501190","2015-2019","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119",,"Pulaski County, Arkansas",392967,371541,21426,0.5090,"Pulaski County, Arkansas",0,1025,1025,0.0073
"G0501210","2015-2019","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121",,"Randolph County, Arkansas",17695,17382,313,0.4756,"Randolph County, Arkansas",0,102,102,0.0326
"G0501230","2015-2019","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123",,"St. Francis County, Arkansas",25900,25495,405,0.4908,"St. Francis County, Arkansas",0,192,192,0.0249
"G0501250","2015-2019","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125",,"Saline County, Arkansas",119415,115541,3874,0.3990,"Saline County, Arkansas",0,382,382,0.0101
"G0501270","2015-2019","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127",,"Scott County, Arkansas",10376,10208,168,0.4331,"Scott County, Arkansas",0,106,106,0.0237
"G0501290","2015-2019","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129",,"Searcy County, Arkansas",7908,7829,79,0.4554,"Searcy County, Arkansas",0,54,54,0.0411
"G0501310","2015-2019","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131",,"Sebastian County, Arkansas",127591,116171,11420,0.4691,"Sebastian County, Arkansas",0,644,644,0.0175
"G0501330","2015-2019","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133",,"Sevier County, Arkansas",17081,14283,2798,0.4595,"Sevier County, Arkansas",0,230,230,0.0436
"G0501350","2015-2019","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135",,"Sharp County, Arkansas",17139,17010,129,0.4769,"Sharp County, Arkansas",0,56,56,0.0663
"G0501370","2015-2019","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137",,"Stone County, Arkansas",12475,12382,93,0.4609,"Stone County, Arkansas",0,69,69,0.0394
"G0501390","2015-2019","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139",,"Union County, Arkansas",39449,38720,729,0.4700,"Union County, Arkansas",0,147,147,0.0199
"G0501410","2015-2019","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141",,"Van Buren County, Arkansas",16642,16419,223,0.4504,"Van Buren County, Arkansas",0,89,89,0.0212
"G0501430","2015-2019","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143",,"Washington County, Arkansas",232289,206618,25671,0.4851,"Washington County, Arkansas",0,1165,1165,0.0093
"G0501450","2015-2019","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145",,"White County, Arkansas",78762,76401,2361,0.4609,"White County, Arkansas",0,299,299,0.0173
"G0501470","2015-2019","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147",,"Woodruff County, Arkansas",6533,6504,29,0.5001,"Woodruff County, Arkansas",0,29,29,0.0351
"G0501490","2015-2019","AR",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05149",,"Yell County, Arkansas",21464,19332,2132,0.4367,"Yell County, Arkansas",0,227,227,0.0329
"G0600010","2015-2019","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06001",,"Alameda County, California",1656754,1117856,538898,0.4616,"Alameda County, California",0,4355,4355,0.0030
"G0600030","2015-2019","CA",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06003",,"Alpine County, California",1039,986,53,0.4930,"Alpine County, California",161,162,34,0.0676
"G0600050","2015-2019","CA",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06005",,"Amador County, California",38429,36113,2316,0.4490,"Amador County, California",0,320,320,0.0281
"G0600070","2015-2019","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06007",,"Butte County, California",225817,209296,16521,0.4944,"Butte County, California",0,913,913,0.0126
"G0600090","2015-2019","CA",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06009",,"Calaveras County, California",45514,43309,2205,0.4414,"Calaveras County, California",0,478,478,0.0199
"G0600110","2015-2019","CA",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06011",,"Colusa County, California",21454,15653,5801,0.4554,"Colusa County, California",0,387,387,0.0303
"G0600130","2015-2019","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06013",,"Contra Costa County, California",1142251,852077,290174,0.4672,"Contra Costa County, California",0,4097,4097,0.0039
"G0600150","2015-2019","CA",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06015",,"Del Norte County, California",27495,25418,2077,0.4743,"Del Norte County, California",0,331,331,0.0312
"G0600170","2015-2019","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06017",,"El Dorado County, California",188563,171164,17399,0.4556,"El Dorado County, California",0,1074,1074,0.0092
"G0600190","2015-2019","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06019",,"Fresno County, California",984521,775582,208939,0.4746,"Fresno County, California",0,3830,3830,0.0046
"G0600210","2015-2019","CA",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06021",,"Glenn County, California",27976,22887,5089,0.4442,"Glenn County, California",0,476,476,0.0181
"G0600230","2015-2019","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06023",,"Humboldt County, California",135940,128734,7206,0.4841,"Humboldt County, California",0,757,757,0.0142
"G0600250","2015-2019","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06025",,"Imperial County, California",180701,125184,55517,0.4704,"Imperial County, California",0,1971,1971,0.0130
"G0600270","2015-2019","CA",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06027",,"Inyo County, California",17977,16306,1671,0.4104,"Inyo County, California",0,268,268,0.0227
"G0600290","2015-2019","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06029",,"Kern County, California",887641,710767,176874,0.4668,"Kern County, California",0,3245,3245,0.0052
"G0600310","2015-2019","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06031",,"Kings County, California",150691,122250,28441,0.4272,"Kings County, California",0,1191,1191,0.0141
"G0600330","2015-2019","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06033",,"Lake County, California",64195,58602,5593,0.4817,"Lake County, California",0,562,562,0.0224
"G0600350","2015-2019","CA",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06035",,"Lassen County, California",30818,29091,1727,0.4171,"Lassen County, California",0,199,199,0.0162
"G0600370","2015-2019","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06037",,"Los Angeles County, California",10081570,6651035,3430535,0.5002,"Los Angeles County, California",0,14118,14118,0.0016
"G0600390","2015-2019","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06039",,"Madera County, California",155433,123975,31458,0.4422,"Madera County, California",0,1430,1430,0.0130
"G0600410","2015-2019","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06041",,"Marin County, California",259943,212849,47094,0.5178,"Marin County, California",0,1301,1301,0.0070
"G0600430","2015-2019","CA",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06043",,"Mariposa County, California",17420,16401,1019,0.4234,"Mariposa County, California",0,235,235,0.0183
"G0600450","2015-2019","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06045",,"Mendocino County, California",87224,76419,10805,0.4704,"Mendocino County, California",0,731,731,0.0173
"G0600470","2015-2019","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06047",,"Merced County, California",271382,200077,71305,0.4719,"Merced County, California",0,2203,2203,0.0116
"G0600490","2015-2019","CA",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06049",,"Modoc County, California",8907,8242,665,0.4003,"Modoc County, California",0,186,186,0.0219
"G0600510","2015-2019","CA",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06051",,"Mono County, California",14310,11486,2824,0.4150,"Mono County, California",0,644,644,0.0402
"G0600530","2015-2019","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06053",,"Monterey County, California",433410,304325,129085,0.4570,"Monterey County, California",0,2388,2388,0.0069
