GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,I4YE001,NAME_M,I4YM001
"G1500010","2010",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,"Hawaii County, Hawaii",0.4510,"Hawaii County, Hawaii",0.0189
"G1500030","2010",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,"Honolulu County, Hawaii",0.4220,"Honolulu County, Hawaii",0.0088
"G1500070","2010",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,"Kauai County, Hawaii",0.4470,"Kauai County, Hawaii",0.0380
"G1500090","2010",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,"Maui County, Hawaii",0.4410,"Maui County, Hawaii",0.0284
"G1600010","2010",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,"Ada County, Idaho",0.4430,"Ada County, Idaho",0.0142
"G1600050","2010",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,"Bannock County, Idaho",0.4550,"Bannock County, Idaho",0.0390
"G1600190","2010",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,"Bonneville County, Idaho",0.4140,"Bonneville County, Idaho",0.0234
"G1600270","2010",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,"Canyon County, Idaho",0.4360,"Canyon County, Idaho",0.0346
"G1600550","2010",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,"Kootenai County, Idaho",0.4360,"Kootenai County, Idaho",0.0340
"G1600830","2010",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",0.3750,"Twin Falls County, Idaho",0.0248
"G1700010","2010",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,"Adams County, Illinois",0.4580,"Adams County, Illinois",0.0268
"G1700190","2010",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,"Champaign County, Illinois",0.4980,"Champaign County, Illinois",0.0192
"G1700310","2010",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,"Cook County, Illinois",0.4900,"Cook County, Illinois",0.0045
"G1700370","2010",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,"DeKalb County, Illinois",0.4260,"DeKalb County, Illinois",0.0243
"G1700430","2010",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,"DuPage County, Illinois",0.4390,"DuPage County, Illinois",0.0100
"G1700890","2010",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,"Kane County, Illinois",0.4300,"Kane County, Illinois",0.0116
"G1700910","2010",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,"Kankakee County, Illinois",0.4160,"Kankakee County, Illinois",0.0211
"G1700930","2010",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,"Kendall County, Illinois",0.3470,"Kendall County, Illinois",0.0243
"G1700970","2010",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,"Lake County, Illinois",0.4610,"Lake County, Illinois",0.0113
"G1700990","2010",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,"LaSalle County, Illinois",0.4110,"LaSalle County, Illinois",0.0286
"G1701110","2010",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,"McHenry County, Illinois",0.3840,"McHenry County, Illinois",0.0128
"G1701130","2010",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,"McLean County, Illinois",0.4570,"McLean County, Illinois",0.0248
"G1701150","2010",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,"Macon County, Illinois",0.4470,"Macon County, Illinois",0.0254
"G1701190","2010",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,"Madison County, Illinois",0.4350,"Madison County, Illinois",0.0191
"G1701430","2010",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,"Peoria County, Illinois",0.4610,"Peoria County, Illinois",0.0227
"G1701610","2010",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,"Rock Island County, Illinois",0.4330,"Rock Island County, Illinois",0.0171
"G1701630","2010",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,"St. Clair County, Illinois",0.4460,"St. Clair County, Illinois",0.0161
"G1701670","2010",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,"Sangamon County, Illinois",0.4440,"Sangamon County, Illinois",0.0183
"G1701790","2010",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,"Tazewell County, Illinois",0.3910,"Tazewell County, Illinois",0.0154
"G1701830","2010",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,"Vermilion County, Illinois",0.4250,"Vermilion County, Illinois",0.0325
"G1701970","2010",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,"Will County, Illinois",0.3890,"Will County, Illinois",0.0119
"G1701990","2010",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,"Williamson County, Illinois",0.4480,"Williamson County, Illinois",0.0520
"G1702010","2010",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,"Winnebago County, Illinois",0.4380,"Winnebago County, Illinois",0.0148
"G1800030","2010",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,"Allen County, Indiana",0.4410,"Allen County, Indiana",0.0154
"G1800050","2010",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",0.4340,"Bartholomew County, Indiana",0.0264
"G1800190","2010",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,"Clark County, Indiana",0.3890,"Clark County, Indiana",0.0162
"G1800350","2010",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,"Delaware County, Indiana",0.4420,"Delaware County, Indiana",0.0237
"G1800390","2010",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,"Elkhart County, Indiana",0.4290,"Elkhart County, Indiana",0.0226
"G1800430","2010",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,"Floyd County, Indiana",0.4210,"Floyd County, Indiana",0.0227
"G1800530","2010",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,"Grant County, Indiana",0.4260,"Grant County, Indiana",0.0293
"G1800570","2010",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,"Hamilton County, Indiana",0.4220,"Hamilton County, Indiana",0.0171
"G1800590","2010",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,"Hancock County, Indiana",0.4370,"Hancock County, Indiana",0.0403
"G1800630","2010",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,"Hendricks County, Indiana",0.3840,"Hendricks County, Indiana",0.0188
"G1800670","2010",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,"Howard County, Indiana",0.4420,"Howard County, Indiana",0.0254
"G1800810","2010",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,"Johnson County, Indiana",0.4250,"Johnson County, Indiana",0.0286
"G1800850","2010",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",0.3950,"Kosciusko County, Indiana",0.0221
"G1800890","2010",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,"Lake County, Indiana",0.4300,"Lake County, Indiana",0.0107
"G1800910","2010",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,"LaPorte County, Indiana",0.4210,"LaPorte County, Indiana",0.0231
"G1800950","2010",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,"Madison County, Indiana",0.4240,"Madison County, Indiana",0.0208
"G1800970","2010",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,"Marion County, Indiana",0.4650,"Marion County, Indiana",0.0104
"G1801050","2010",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,"Monroe County, Indiana",0.5230,"Monroe County, Indiana",0.0281
"G1801090","2010",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,"Morgan County, Indiana",0.3820,"Morgan County, Indiana",0.0429
"G1801270","2010",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,"Porter County, Indiana",0.4090,"Porter County, Indiana",0.0201
"G1801410","2010",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",0.4540,"St. Joseph County, Indiana",0.0153
"G1801570","2010",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",0.4700,"Tippecanoe County, Indiana",0.0178
"G1801630","2010",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",0.4480,"Vanderburgh County, Indiana",0.0346
"G1801670","2010",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,"Vigo County, Indiana",0.4730,"Vigo County, Indiana",0.0289
"G1801770","2010",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,"Wayne County, Indiana",0.4430,"Wayne County, Indiana",0.0354
"G1900130","2010",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,"Black Hawk County, Iowa",0.4560,"Black Hawk County, Iowa",0.0227
"G1900490","2010",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,"Dallas County, Iowa",0.4300,"Dallas County, Iowa",0.0327
"G1900610","2010",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,"Dubuque County, Iowa",0.4100,"Dubuque County, Iowa",0.0378
"G1901030","2010",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,"Johnson County, Iowa",0.4810,"Johnson County, Iowa",0.0282
"G1901130","2010",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,"Linn County, Iowa",0.4120,"Linn County, Iowa",0.0206
"G1901530","2010",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,"Polk County, Iowa",0.4190,"Polk County, Iowa",0.0103
"G1901550","2010",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,"Pottawattamie County, Iowa",0.4030,"Pottawattamie County, Iowa",0.0213
"G1901630","2010",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,"Scott County, Iowa",0.4740,"Scott County, Iowa",0.0337
"G1901690","2010",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,"Story County, Iowa",0.4520,"Story County, Iowa",0.0256
"G1901930","2010",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,"Woodbury County, Iowa",0.4240,"Woodbury County, Iowa",0.0232
"G2000150","2010",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,"Butler County, Kansas",0.4030,"Butler County, Kansas",0.0312
"G2000450","2010",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,"Douglas County, Kansas",0.4490,"Douglas County, Kansas",0.0315
"G2000910","2010",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,"Johnson County, Kansas",0.4330,"Johnson County, Kansas",0.0105
"G2001030","2010",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,"Leavenworth County, Kansas",0.3860,"Leavenworth County, Kansas",0.0224
"G2001610","2010",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,"Riley County, Kansas",0.4840,"Riley County, Kansas",0.0349
"G2001730","2010",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,"Sedgwick County, Kansas",0.4490,"Sedgwick County, Kansas",0.0143
"G2001770","2010",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,"Shawnee County, Kansas",0.4510,"Shawnee County, Kansas",0.0231
"G2002090","2010",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,"Wyandotte County, Kansas",0.4360,"Wyandotte County, Kansas",0.0195
"G2100150","2010",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,"Boone County, Kentucky",0.4390,"Boone County, Kentucky",0.0373
"G2100290","2010",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",0.3610,"Bullitt County, Kentucky",0.0221
"G2100370","2010",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,"Campbell County, Kentucky",0.4340,"Campbell County, Kentucky",0.0225
"G2100470","2010",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,"Christian County, Kentucky",0.4390,"Christian County, Kentucky",0.0601
"G2100590","2010",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,"Daviess County, Kentucky",0.4200,"Daviess County, Kentucky",0.0267
"G2100670","2010",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,"Fayette County, Kentucky",0.4720,"Fayette County, Kentucky",0.0193
"G2100930","2010",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,"Hardin County, Kentucky",0.4530,"Hardin County, Kentucky",0.0357
"G2101110","2010",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,"Jefferson County, Kentucky",0.4770,"Jefferson County, Kentucky",0.0095
"G2101170","2010",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,"Kenton County, Kentucky",0.4260,"Kenton County, Kentucky",0.0180
"G2101450","2010",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,"McCracken County, Kentucky",0.4780,"McCracken County, Kentucky",0.0398
"G2101510","2010",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,"Madison County, Kentucky",0.4510,"Madison County, Kentucky",0.0329
"G2101950","2010",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,"Pike County, Kentucky",0.4690,"Pike County, Kentucky",0.0327
"G2102270","2010",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,"Warren County, Kentucky",0.4870,"Warren County, Kentucky",0.0494
"G2200050","2010",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",0.4200,"Ascension Parish, Louisiana",0.0300
"G2200150","2010",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,"Bossier Parish, Louisiana",0.4490,"Bossier Parish, Louisiana",0.0326
"G2200170","2010",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,"Caddo Parish, Louisiana",0.4850,"Caddo Parish, Louisiana",0.0167
"G2200190","2010",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,"Calcasieu Parish, Louisiana",0.4790,"Calcasieu Parish, Louisiana",0.0240
"G2200330","2010",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,"East Baton Rouge Parish, Louisiana",0.4860,"East Baton Rouge Parish, Louisiana",0.0186
"G2200450","2010",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,"Iberia Parish, Louisiana",0.4200,"Iberia Parish, Louisiana",0.0328
"G2200510","2010",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,"Jefferson Parish, Louisiana",0.4660,"Jefferson Parish, Louisiana",0.0117
"G2200550","2010",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,"Lafayette Parish, Louisiana",0.4600,"Lafayette Parish, Louisiana",0.0194
"G2200570","2010",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,"Lafourche Parish, Louisiana",0.4780,"Lafourche Parish, Louisiana",0.0311
"G2200630","2010",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,"Livingston Parish, Louisiana",0.3970,"Livingston Parish, Louisiana",0.0220
"G2200710","2010",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,"Orleans Parish, Louisiana",0.5400,"Orleans Parish, Louisiana",0.0224
"G2200730","2010",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,"Ouachita Parish, Louisiana",0.4910,"Ouachita Parish, Louisiana",0.0263
"G2200790","2010",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,"Rapides Parish, Louisiana",0.4930,"Rapides Parish, Louisiana",0.0459
"G2200970","2010",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,"St. Landry Parish, Louisiana",0.5120,"St. Landry Parish, Louisiana",0.0295
"G2201030","2010",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,"St. Tammany Parish, Louisiana",0.4500,"St. Tammany Parish, Louisiana",0.0289
"G2201050","2010",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,"Tangipahoa Parish, Louisiana",0.4590,"Tangipahoa Parish, Louisiana",0.0268
"G2201090","2010",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,"Terrebonne Parish, Louisiana",0.4410,"Terrebonne Parish, Louisiana",0.0330
"G2300010","2010",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,"Androscoggin County, Maine",0.4360,"Androscoggin County, Maine",0.0314
"G2300030","2010",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,"Aroostook County, Maine",0.4460,"Aroostook County, Maine",0.0223
"G2300050","2010",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,"Cumberland County, Maine",0.4520,"Cumberland County, Maine",0.0213
"G2300110","2010",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,"Kennebec County, Maine",0.4260,"Kennebec County, Maine",0.0225
"G2300190","2010",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,"Penobscot County, Maine",0.4220,"Penobscot County, Maine",0.0155
"G2300310","2010",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,"York County, Maine",0.3960,"York County, Maine",0.0176
"G2400010","2010",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,"Allegany County, Maryland",0.4360,"Allegany County, Maryland",0.0202
"G2400030","2010",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,"Anne Arundel County, Maryland",0.4020,"Anne Arundel County, Maryland",0.0109
"G2400050","2010",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,"Baltimore County, Maryland",0.4300,"Baltimore County, Maryland",0.0103
"G2400090","2010",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,"Calvert County, Maryland",0.3700,"Calvert County, Maryland",0.0291
"G2400130","2010",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,"Carroll County, Maryland",0.3850,"Carroll County, Maryland",0.0196
"G2400150","2010",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,"Cecil County, Maryland",0.4030,"Cecil County, Maryland",0.0237
