GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,RLAE001,RLAE002,RLAE003,RLAE004,RLAE005,RLAE006,RLAE007,RLAE008,RLAE009,RLAE010,NAME_M,RK9M001,RLAM001,RLAM002,RLAM003,RLAM004,RLAM005,RLAM006,RLAM007,RLAM008,RLAM009,RLAM010
"G3101330","2005-2009",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Nebraska",2682,2682,2648,0,20,0,0,0,14,1,13,"Pawnee County, Nebraska",0,0,17,99,19,99,99,99,15,3,14
"G3101350","2005-2009",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, Nebraska",2771,2771,2735,0,3,0,1,12,20,8,12,"Perkins County, Nebraska",127,127,127,99,5,99,2,17,16,12,13
"G3101370","2005-2009",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Nebraska",9188,9188,8889,32,21,3,30,198,15,0,15,"Phelps County, Nebraska",0,0,172,44,86,16,48,230,61,99,61
"G3101390","2005-2009",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Nebraska",7293,7293,7130,27,41,7,0,25,63,4,59,"Pierce County, Nebraska",0,0,45,23,45,18,99,34,25,8,20
"G3101410","2005-2009",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Nebraska",31771,31771,29961,52,146,254,0,898,460,109,351,"Platte County, Nebraska",0,0,364,78,150,74,99,338,109,82,92
"G3101430","2005-2009",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Nebraska",5164,5164,5070,0,19,7,0,25,43,0,43,"Polk County, Nebraska",0,0,32,99,22,10,99,25,19,99,19
"G3101450","2005-2009",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"Red Willow County, Nebraska",10755,10755,10425,19,14,56,0,127,114,27,87,"Red Willow County, Nebraska",0,0,92,26,18,65,99,77,66,26,63
"G3101470","2005-2009",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson County, Nebraska",8358,8358,7952,0,49,18,0,9,330,0,330,"Richardson County, Nebraska",0,0,11,99,45,19,99,10,53,99,53
"G3101490","2005-2009",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Nebraska",1494,1494,1482,0,12,0,0,0,0,0,0,"Rock County, Nebraska",76,76,75,99,12,99,99,99,99,99,99
"G3101510","2005-2009",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Nebraska",13836,13836,12891,88,206,118,0,385,148,56,92,"Saline County, Nebraska",0,0,311,77,123,88,99,306,163,88,88
"G3101530","2005-2009",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",146340,146340,131942,4892,342,2673,731,2264,3496,316,3180,"Sarpy County, Nebraska",0,0,483,374,161,181,383,423,405,163,398
"G3101550","2005-2009",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Saunders County, Nebraska",20115,20115,19653,15,35,33,1,160,218,0,218,"Saunders County, Nebraska",0,0,120,17,33,12,2,121,48,99,48
"G3101570","2005-2009",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Scotts Bluff County, Nebraska",36483,36483,32713,196,586,204,17,1939,828,358,470,"Scotts Bluff County, Nebraska",0,0,454,57,141,19,24,425,185,129,136
"G3101590","2005-2009",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Nebraska",16575,16575,16075,139,0,12,46,127,176,48,128,"Seward County, Nebraska",0,0,93,105,99,23,63,62,107,48,93
"G3101610","2005-2009",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Nebraska",5403,5403,4645,0,521,64,0,8,165,1,164,"Sheridan County, Nebraska",0,0,37,99,79,37,99,11,67,2,67
"G3101630","2005-2009",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Nebraska",2962,2962,2942,0,0,0,0,0,20,0,20,"Sherman County, Nebraska",0,0,33,99,99,99,99,99,33,99,33
"G3101650","2005-2009",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Nebraska",1218,1218,1162,0,1,8,0,26,21,11,10,"Sioux County, Nebraska",77,77,84,99,2,8,99,39,16,16,9
"G3101670","2005-2009",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Nebraska",6360,6360,6132,0,80,41,0,23,84,0,84,"Stanton County, Nebraska",0,0,85,99,91,48,99,27,49,99,49
"G3101690","2005-2009",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",5150,5150,5090,2,24,8,0,1,25,4,21,"Thayer County, Nebraska",0,0,9,6,18,9,99,14,17,11,16
"G3101710","2005-2009",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",662,662,654,1,0,0,0,0,7,1,6,"Thomas County, Nebraska",72,72,71,3,99,99,99,99,7,3,10
"G3101730","2005-2009",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",7252,7252,2982,35,3848,70,0,4,313,36,277,"Thurston County, Nebraska",0,0,15,31,163,88,99,7,125,41,121
"G3101750","2005-2009",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",4221,4221,4193,0,2,0,0,14,12,12,0,"Valley County, Nebraska",0,0,40,99,3,99,99,24,17,17,99
"G3101770","2005-2009",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Nebraska",19724,19724,19086,70,15,165,7,52,329,127,202,"Washington County, Nebraska",0,0,132,59,19,77,11,43,121,100,75
"G3101790","2005-2009",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Nebraska",9334,9334,8932,59,22,125,0,98,98,0,98,"Wayne County, Nebraska",0,0,87,56,34,73,99,87,76,99,76
"G3101810","2005-2009",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Nebraska",3555,3555,3416,44,15,18,9,0,53,3,50,"Webster County, Nebraska",0,0,106,56,25,25,13,99,55,10,55
"G3101830","2005-2009",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Nebraska",741,741,729,0,9,0,0,0,3,0,3,"Wheeler County, Nebraska",80,80,82,99,13,99,99,99,5,99,5
"G3101850","2005-2009",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Nebraska",14084,14084,13363,159,69,87,44,139,223,0,223,"York County, Nebraska",0,0,155,69,28,29,55,159,76,99,76
"G3200010","2005-2009",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Churchill County, Nevada",24704,24704,20916,396,895,714,226,613,944,126,818,"Churchill County, Nevada",0,0,351,70,172,141,139,337,267,97,246
"G3200030","2005-2009",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Nevada",1821507,1821507,1309515,176884,12831,132032,9760,117536,62949,12036,50913,"Clark County, Nevada",0,0,4822,1599,851,1329,626,4341,2673,1151,2329
"G3200050","2005-2009",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nevada",45674,45674,41911,119,623,768,30,832,1391,77,1314,"Douglas County, Nevada",0,0,330,91,102,244,34,295,283,51,275
"G3200070","2005-2009",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Elko County, Nevada",46442,46442,41111,552,2397,488,79,1011,804,218,586,"Elko County, Nevada",0,0,454,62,169,54,15,387,263,144,201
"G3200090","2005-2009",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeralda County, Nevada",849,849,784,0,22,0,0,0,43,0,43,"Esmeralda County, Nevada",138,138,139,132,19,132,132,132,27,132,27
"G3200110","2005-2009",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka County, Nevada",1387,1387,1321,0,47,7,0,0,12,0,12,"Eureka County, Nevada",138,138,139,132,40,11,132,132,17,132,17
"G3200130","2005-2009",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Nevada",17630,17630,14941,20,1084,155,40,971,419,159,260,"Humboldt County, Nevada",0,0,451,33,341,57,60,351,203,128,152
"G3200150","2005-2009",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Lander County, Nevada",5047,5047,4275,81,268,0,0,345,78,0,78,"Lander County, Nevada",0,0,313,104,133,132,132,241,44,132,44
"G3200170","2005-2009",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nevada",4523,4523,4073,202,146,74,0,10,18,0,18,"Lincoln County, Nevada",0,0,172,90,132,71,132,12,22,132,22
"G3200190","2005-2009",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Nevada",50931,50931,43368,428,1254,213,133,3345,2190,384,1806,"Lyon County, Nevada",0,0,942,271,357,130,111,951,583,390,438
"G3200210","2005-2009",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Nevada",4724,4724,4028,47,588,26,0,20,15,0,15,"Mineral County, Nevada",0,0,173,59,140,34,132,32,25,132,25
"G3200230","2005-2009",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Nye County, Nevada",42934,42934,37978,917,1057,548,45,1481,908,93,815,"Nye County, Nevada",0,0,505,111,192,168,34,551,249,57,235
"G3200270","2005-2009",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Pershing County, Nevada",6329,6329,5288,345,132,67,0,227,270,37,233,"Pershing County, Nevada",0,0,104,116,78,74,132,98,110,33,103
"G3200290","2005-2009",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Storey County, Nevada",4265,4265,3790,0,87,77,27,0,284,19,265,"Storey County, Nevada",0,0,173,132,75,63,26,132,138,26,138
"G3200310","2005-2009",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Washoe County, Nevada",404495,404495,321952,9289,7431,20874,1907,31393,11649,2163,9486,"Washoe County, Nevada",0,0,2183,398,567,543,181,2260,1008,478,896
"G3200330","2005-2009",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"White Pine County, Nevada",9060,9060,7778,60,644,113,8,245,212,13,199,"White Pine County, Nevada",0,0,183,29,162,18,13,155,141,21,140
"G3205100","2005-2009",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,"Carson City, Nevada",55262,55262,46320,753,995,1124,154,4424,1492,199,1293,"Carson City, Nevada",0,0,753,376,160,153,108,744,489,166,436
"G3300010","2005-2009",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Belknap County, New Hampshire",61102,61102,59415,286,257,498,21,75,550,88,462,"Belknap County, New Hampshire",0,0,109,76,178,57,27,54,244,82,225
"G3300030","2005-2009",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, New Hampshire",47591,47591,46586,174,211,233,0,46,341,17,324,"Carroll County, New Hampshire",0,0,63,48,86,96,114,66,131,26,126
"G3300050","2005-2009",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Cheshire County, New Hampshire",77174,77174,74568,383,268,673,0,420,862,108,754,"Cheshire County, New Hampshire",0,0,217,103,74,81,114,187,171,84,146
"G3300070","2005-2009",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Coos County, New Hampshire",32217,32217,31394,115,100,148,11,127,322,32,290,"Coos County, New Hampshire",0,0,80,18,39,63,16,82,84,34,81
"G3300090","2005-2009",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",85626,85626,81495,729,311,1863,14,291,923,94,829,"Grafton County, New Hampshire",0,0,115,112,76,105,21,112,165,81,149
"G3300110","2005-2009",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",402576,402576,369427,8020,901,12146,154,6192,5736,763,4973,"Hillsborough County, New Hampshire",0,0,943,406,321,309,102,869,594,250,538
"G3300130","2005-2009",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",148156,148156,142729,1220,422,1931,6,226,1622,48,1574,"Merrimack County, New Hampshire",0,0,168,193,134,161,10,92,237,36,240
"G3300150","2005-2009",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",296680,296680,284230,2067,292,4981,33,1640,3437,459,2978,"Rockingham County, New Hampshire",0,0,515,234,95,265,40,465,442,282,362
"G3300170","2005-2009",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",121656,121656,115500,1029,333,2362,52,667,1713,98,1615,"Strafford County, New Hampshire",0,0,256,184,114,162,63,235,261,66,252
"G3300190","2005-2009",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New Hampshire",42641,42641,41511,204,115,146,0,97,568,24,544,"Sullivan County, New Hampshire",0,0,154,45,83,80,114,138,136,30,132
"G3400010","2005-2009",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",270016,270016,179203,44003,517,17392,57,22214,6630,1552,5078,"Atlantic County, New Jersey",0,0,1428,687,182,339,81,1622,805,346,708
"G3400030","2005-2009",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Bergen County, New Jersey",888546,888546,659748,50669,1138,124711,283,37374,14623,3974,10649,"Bergen County, New Jersey",0,0,2718,1042,288,751,261,2381,1360,654,1154
"G3400050","2005-2009",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington County, New Jersey",446301,446301,336538,71305,553,17922,19,9098,10866,1630,9236,"Burlington County, New Jersey",0,0,1536,799,172,394,27,1213,894,365,851
"G3400070","2005-2009",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, New Jersey",516937,516937,345381,97427,1538,23529,163,37179,11720,2940,8780,"Camden County, New Jersey",0,0,1333,924,376,396,47,1661,946,545,724
"G3400090","2005-2009",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Cape May County, New Jersey",97127,97127,87999,5377,321,267,0,1990,1173,328,845,"Cape May County, New Jersey",0,0,712,253,115,113,123,658,253,168,214
"G3400110","2005-2009",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",155266,155266,102992,31832,1706,1820,55,12421,4440,1504,2936,"Cumberland County, New Jersey",0,0,1454,681,268,104,47,1381,562,355,421
"G3400130","2005-2009",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New Jersey",771353,771353,329018,315535,2143,33267,222,73752,17416,4967,12449,"Essex County, New Jersey",0,0,2796,1632,495,476,146,3055,1390,732,1174
"G3400150","2005-2009",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",284552,284552,240484,27645,328,6362,72,3994,5667,671,4996,"Gloucester County, New Jersey",0,0,687,490,138,380,40,719,710,231,653
"G3400170","2005-2009",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson County, New Jersey",593615,593615,347379,80978,2266,66331,77,84892,11692,4480,7212,"Hudson County, New Jersey",0,0,3065,1287,559,687,78,3062,1122,627,833
"G3400190","2005-2009",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",129517,129517,118079,3590,122,4153,18,2118,1437,71,1366,"Hunterdon County, New Jersey",0,0,543,308,74,174,21,602,344,51,341
"G3400210","2005-2009",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, New Jersey",363778,363778,241617,71757,989,28546,56,14760,6053,1157,4896,"Mercer County, New Jersey",0,0,1543,690,235,346,64,1424,765,354,723
"G3400230","2005-2009",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",781957,781957,492555,75852,1478,143591,419,54087,13975,4259,9716,"Middlesex County, New Jersey",0,0,2846,950,419,871,127,2987,1316,707,1021
"G3400250","2005-2009",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",641984,641984,532125,49335,1663,32487,202,15841,10331,1790,8541,"Monmouth County, New Jersey",0,0,1605,668,665,531,94,1651,1204,400,1202
"G3400270","2005-2009",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, New Jersey",485828,485828,407037,15227,998,40611,510,14737,6708,2146,4562,"Morris County, New Jersey",0,0,1637,426,315,397,481,1621,799,640,507
"G3400290","2005-2009",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean County, New Jersey",565428,565428,516550,18954,626,9903,104,12344,6947,2378,4569,"Ocean County, New Jersey",0,0,1294,553,168,293,57,1298,1065,813,620
"G3400310","2005-2009",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic County, New Jersey",488793,488793,291937,61033,1003,22479,65,104731,7545,2976,4569,"Passaic County, New Jersey",0,0,2479,888,329,466,77,2856,1128,678,911
"G3400330","2005-2009",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Salem County, New Jersey",65982,65982,53205,9940,202,405,24,1332,874,132,742,"Salem County, New Jersey",0,0,361,257,62,106,30,383,197,93,165
"G3400350","2005-2009",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",320712,320712,237661,27363,450,39357,9,11364,4508,1033,3475,"Somerset County, New Jersey",0,0,1456,588,225,418,14,1378,661,354,524
"G3400370","2005-2009",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",151239,151239,141647,2857,232,2937,0,2249,1317,268,1049,"Sussex County, New Jersey",0,0,503,151,130,195,123,495,276,146,235
"G3400390","2005-2009",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",522050,522050,312623,111598,1001,23498,358,65775,7197,2800,4397,"Union County, New Jersey",0,0,2543,1026,271,424,70,2719,963,673,571
"G3400410","2005-2009",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",109567,109567,99615,3393,38,2868,0,2104,1549,423,1126,"Warren County, New Jersey",0,0,557,214,33,148,123,503,298,193,231
"G3500010","2005-2009",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",626822,626822,434450,19377,30513,14097,220,106143,22022,9930,12092,"Bernalillo County, New Mexico",0,0,3789,759,1143,466,139,3689,1690,1186,1243
"G3500030","2005-2009",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Catron County, New Mexico",3410,3410,3222,2,64,25,0,49,48,0,48,"Catron County, New Mexico",0,0,84,3,51,21,127,51,30,127,30
"G3500050","2005-2009",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",62365,62365,46897,384,851,583,0,8532,5118,1017,4101,"Chaves County, New Mexico",0,0,1104,135,306,126,127,928,693,385,667
"G3500060","2005-2009",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,"Cibola County, New Mexico",27120,27120,12501,105,11662,81,0,2048,723,448,275,"Cibola County, New Mexico",0,0,441,79,218,61,127,403,269,228,135
"G3500070","2005-2009",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, New Mexico",13133,13133,10804,45,287,43,0,1593,361,220,141,"Colfax County, New Mexico",0,0,342,49,98,37,127,340,127,110,59
"G3500090","2005-2009",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Curry County, New Mexico",44986,44986,27768,3784,847,1324,9,9881,1373,736,637,"Curry County, New Mexico",0,0,778,246,335,155,14,843,395,315,224
"G3500110","2005-2009",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"De Baca County, New Mexico",1934,1934,1598,5,0,0,0,310,21,0,21,"De Baca County, New Mexico",96,96,136,8,127,127,127,102,22,127,22
"G3500130","2005-2009",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",197819,197819,171780,3760,2268,1898,52,14820,3241,1305,1936,"Doña Ana County, New Mexico",0,0,1394,351,238,220,51,1301,556,365,409
"G3500150","2005-2009",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, New Mexico",51348,51348,40297,703,285,295,0,7282,2486,600,1886,"Eddy County, New Mexico",0,0,1030,236,130,78,127,1030,544,209,531
"G3500170","2005-2009",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, New Mexico",29723,29723,20805,171,525,196,0,7347,679,328,351,"Grant County, New Mexico",0,0,660,149,160,57,127,701,223,202,115
"G3500190","2005-2009",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, New Mexico",4365,4365,2241,25,158,0,0,1786,155,20,135,"Guadalupe County, New Mexico",0,0,284,37,89,127,127,283,111,15,111
"G3500210","2005-2009",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, New Mexico",655,655,387,6,8,47,0,207,0,0,0,"Harding County, New Mexico",96,96,73,8,12,41,127,52,127,127,127
"G3500230","2005-2009",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, New Mexico",5001,5001,3600,69,35,0,0,1172,125,17,108,"Hidalgo County, New Mexico",0,0,378,56,31,127,127,387,82,25,79
"G3500250","2005-2009",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",58058,58058,47752,2960,445,89,0,5471,1341,415,926,"Lea County, New Mexico",0,0,1094,166,141,75,127,999,405,196,366
"G3500270","2005-2009",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, New Mexico",20888,20888,17987,74,126,33,0,1341,1327,141,1186,"Lincoln County, New Mexico",0,0,373,62,100,45,127,343,253,130,229
"G3500280","2005-2009",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,"Los Alamos County, New Mexico",18431,18431,16004,97,74,1190,0,592,474,78,396,"Los Alamos County, New Mexico",0,0,222,89,73,177,127,218,197,54,188
"G3500290","2005-2009",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Luna County, New Mexico",26724,26724,23784,191,254,86,0,1729,680,181,499,"Luna County, New Mexico",0,0,539,104,171,41,127,433,177,115,138
"G3500310","2005-2009",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"McKinley County, New Mexico",70388,70388,14358,792,51162,423,32,2264,1357,353,1004,"McKinley County, New Mexico",0,0,823,164,604,124,32,670,357,198,296
"G3500330","2005-2009",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Mora County, New Mexico",5020,5020,2895,1,109,12,0,1779,224,79,145,"Mora County, New Mexico",0,0,460,3,85,17,127,492,149,83,122
"G3500350","2005-2009",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, New Mexico",63206,63206,48065,2940,3607,998,102,5686,1808,720,1088,"Otero County, New Mexico",0,0,941,186,197,158,15,902,459,284,335
"G3500370","2005-2009",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Quay County, New Mexico",9007,9007,6708,58,201,88,14,1587,351,250,101,"Quay County, New Mexico",0,0,354,40,84,63,27,329,127,122,49
"G3500390","2005-2009",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Arriba County, New Mexico",40674,40674,31067,169,5556,47,6,3350,479,161,318,"Rio Arriba County, New Mexico",0,0,621,22,140,40,9,570,146,79,135
